"feat1","feat2","feat3","feat4","feat5","feat6","feat7","feat8","feat9","feat10"
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
-0.749700307846,-0.842014551163,-0.992405176163,-0.705346822739,-0.700994133949,0.597968935966,-0.898432970047,-0.835849106312,-0.87776017189,-0.726533412933
